"desig","details","org","loc","keyskills","date","expLow","expHigh","salLow","job"
"Business Analyst","Business Analyst","Premium","Vadodara","Business Analysis- Brd- Use Cases- Requirement Gathering- FRD...","2018-03-07",2.0,7.0,0.0,"DS"
"Business Analyst - Business Analyst","Business Analyst - Business Analyst","Confidential","Hyderabad","sql- pre sales- sdlc- business analysis- consulting- data analysis...","2018-03-06",7.0,10.0,0.0,"DS"
"Opportunity :business Analyst:mumbai:trade Surveillance AML Fraud C","Opportunity :business Analyst:mumbai:trade Surveillance AML Fraud C","Think People Solutions Private Ltd","Mumbai- Navi Mumbai","Business Analysis- Investment Banking- Fixed Income- FX- Actimize- Finance-...","2018-03-07",5.0,10.0,600000.0,"DS"
"Business Analyst - Business Analyst","Business Analyst - Business Analyst","Confidential","Mumbai","sql- pre sales- sdlc- business analysis- consulting- data analysis...","2018-03-06",7.0,10.0,0.0,"DS"
"Data Engineer - Big Data/etl/data Warehousing","Data Engineer - Big Data/etl/data Warehousing","Premium","Bengaluru","sql server- sas di studio- base sas- java- data warehousing- etl tool...","2018-03-08",2.0,4.0,0.0,"DS"
"BIG DATA -senior Software Engineer","BIG DATA -senior Software Engineer","Confidential","Bengaluru","Technical skills- SQL- Oracle- Hibernate- Ajax- Core Java- Weblogic- JBoss-...","2018-03-07",4.0,6.0,0.0,"DS"
"Business Analyst","Business Analyst","APAR Peopleworld Software Services  Pvt. Ltd.","Bengaluru","Index- ETF- refernce data- fixed income- derivative- equity- capital market...","2018-03-07",1.0,5.0,0.0,"DS"
"BIG DATA -senior Software Engineer","BIG DATA -senior Software Engineer","Confidential","Bengaluru","Test Data- Test Case Review- Software Architecture- Test Cases...","2018-03-08",7.0,10.0,0.0,"DS"
"Big Data Engineer - Hadoop","Big Data Engineer - Hadoop","Premium","Bengaluru","Big Data Engineer- Hadoop- Big Data- Cloud- hybrid hosting- ETL- Hadoop v2-...","2018-03-07",5.0,10.0,0.0,"DS"
"BIG DATA  Senior Software Engineer","BIG DATA  Senior Software Engineer","Confidential","Hyderabad","J2Ee- XML- Shell scripting- PLSQL- Tomcat- JDBC- Production support- JMS...","2018-03-07",4.0,6.0,0.0,"DS"
"Big Data Engineer - R/hadoop/python","Big Data Engineer - R/hadoop/python","Premium","Kolkata","Hadoop- Big Data- Machine Learning- Python- R- MVC Framework...","2018-03-07",2.0,5.0,0.0,"DS"
"Business Analyst - Data Collection/extraction","Business Analyst - Data Collection/extraction","Premium","Navi Mumbai","Solution Sales- Business Analysis- Analytics- Data Analysis...","2018-03-06",2.0,5.0,0.0,"DS"
"Senior Business Analyst- Data Analytics/data Insights Generation- BFSI","Senior Business Analyst- Data Analytics/data Insights Generation- BFSI","Premium","Delhi NCR","business analysis- data analytics- sas- vba- Analytics- Statistics","2018-03-07",4.0,6.0,0.0,"DS"
"Cognos Specialist - Data Warehousing","Cognos Specialist - Data Warehousing","Premium","Gurgaon","sql development- business objects- universe designer- data warehousing- bo-...","2018-03-06",3.0,6.0,0.0,"DS"
"Business Analyst COA BSA -qliksense 7-10yrs Bangalore","Business Analyst COA BSA -qliksense 7-10yrs Bangalore","Lyncis Technologies India Pvt Ltd","Bengaluru","requirement gathering- business process analysis- data warehousing...","2018-03-07",7.0,10.0,0.0,"DS"
"Business Analyst COA BSA -qliksense 7-10yrs Bangalore","Business Analyst COA BSA -qliksense 7-10yrs Bangalore","Lyncis Technologies India Pvt Ltd","Bengaluru","requirement gathering- business process analysis- data warehousing...","2018-03-06",7.0,10.0,0.0,"DS"
"Hiring !!!!!! Business Analyst for Reputed Company in Bangalore","Hiring !!!!!! Business Analyst for Reputed Company in Bangalore","V3 Staffing Solutions India Pvt. Ltd","Bengaluru(Indira Nagar)","Business Analysis- Business Intelligence- Data Analytics- Data Modeling...","2018-03-06",4.0,9.0,0.0,"DS"
"Business Analyst","Business Analyst","ManpowerGroup Services India Private Limited","Bengaluru","Machine Learning- Business Analysis- Data Analysis- R- Business Analytics...","2018-03-06",1.0,4.0,0.0,"DS"
"Data Engineer for a Fastest Growing Ecommerce Startup","Data Engineer for a Fastest Growing Ecommerce Startup","Upgrade HR Consulting Pvt Ltd","Bengaluru","Nosql- postgressql- SQL Server- Oracle- Redshift- Hadoop- Spark- ETL...","2018-03-06",3.0,7.0,0.0,"DS"
"Data Science Consultant","Data Science Consultant","Dell International Services India  Private Limited","Bengaluru","SQL- Data Science- R- Python- Hadoop- Data Mining- Algorithms...","2018-03-21",5.0,7.0,0.0,"DS"
"Opportunity with a Listed Nbfc Business Analytics - Mumbai","Opportunity with a Listed Nbfc Business Analytics - Mumbai","hCapital Business Consulting Private Limited","Mumbai","Tableau- Business Analytics- Data Science- Data Scientist- Data Analytics...","2018-04-04",2.0,4.0,1300000.0,"DS"
"Statistician - SAS & R/python","Statistician - SAS & R/python","Premium","Bengaluru","Time Series- R- SAS SQL- Statistical Modeling- Excel Powerpoint...","2018-03-06",5.0,10.0,0.0,"DS"
"Business Analyst/senior Business Analyst/assistant Manager","Business Analyst/senior Business Analyst/assistant Manager","Premium","Delhi NCR- Gurgaon","logistic regression- cluster analysis- factor analysis- sas...","2018-02-28",2.0,7.0,0.0,"DS"
"Senior Business Analyst - Sas/vba","Senior Business Analyst - Sas/vba","Premium","Delhi NCR- Gurgaon","SAS SQL- SAS Enterprise Guide- SAS Programming- Base SAS- Excel...","2018-02-26",2.0,5.0,0.0,"DS"
"Business Analyst/data Analyst - R Programming & Machine Learning","Business Analyst/data Analyst - R Programming & Machine Learning","Premium","Pune","Text Mining- Statistical Modeling- Data Analysis- Data Mining- R...","2018-02-23",4.0,8.0,0.0,"DS"
"Business Analyst - Artificial Intelligence","Business Analyst - Artificial Intelligence","Premium","Mumbai","c- business analysis- python- data analysis- artificial intelligence- excel...","2018-02-22",1.0,4.0,0.0,"DS"
"Business Analyst - KPO","Business Analyst - KPO","Premium","Bengaluru","sql- excel- business analysis- r- statistics- sas- data management...","2018-02-19",1.0,5.0,0.0,"DS"
"Excellent Opening for Lead Engineer Big Data with MNC at Hyderabad","Excellent Opening for Lead Engineer Big Data with MNC at Hyderabad","HR Axis India Pvt Ltd.","Hyderabad","Hadoop- Hive- Flume- Oozie- Hdfs- Mapreduce- Pig- HBase- Spark- YARN...","2018-02-21",5.0,9.0,0.0,"DS"
"Senior Business Analyst/business Intelligence Manager - Internet/onlin","Senior Business Analyst/business Intelligence Manager - Internet/onlin","Premium","Bengaluru","Business Analysis- Competitive Intelligence- Sales- Marketing...","2018-03-01",2.0,6.0,0.0,"DS"
"Business Analyst/senior Business Analyst - Ecommerce","Business Analyst/senior Business Analyst - Ecommerce","Premium","Bengaluru","Business Process Analysis- Customer Segmentation- Business Modeling...","2018-03-01",4.0,8.0,0.0,"DS"
"Data Engineer  ( Delhi )","Data Engineer  ( Delhi )","StriveX Consulting Pvt. Ltd","Delhi NCR","MySQL- JSON- Data Science- Python- NoSQL- XML- SQL- Machine Learning...","2018-03-01",2.0,5.0,1000000.0,"DS"
"Sr Business Analyst (banking & Wealth Management Exp)","Sr Business Analyst (banking & Wealth Management Exp)","TRH Consultancy Services","Greater Noida","Business Analyst- senior Business Analyst- research- data collection...","2018-02-06",10.0,18.0,0.0,"DS"
"Senior/ Principal Engineer - Analytics - Big Data - Mobile App Startup","Senior/ Principal Engineer - Analytics - Big Data - Mobile App Startup","Premium","Delhi NCR- Mumbai- Bengaluru","Big Data- NLP- machine leaning- Analytics- algorithms- hadoop- cassandra...","2018-02-26",5.0,10.0,0.0,"DS"
"Business Analyst - Data Analytics - Ecommerce","Business Analyst - Data Analytics - Ecommerce","Premium","Bengaluru","Sales Forecasting- Business Analysis- Data Analytics- Data Analysis...","2018-02-27",2.0,4.0,0.0,"DS"
"Business Analyst-enterprise Dedupe","Business Analyst-enterprise Dedupe","Premium","Mumbai","UAT- Data Analysis- Business Process- IT Governance- KYC- SQL- Duplication-...","2018-03-07",2.0,6.0,0.0,"DS"
"Business Analyst / Senior Business Analyst - Tableau - Banking/ Retail","Business Analyst / Senior Business Analyst - Tableau - Banking/ Retail","Premium","Delhi NCR","Tableau- Data Analytics- Data Insights Generation- SQL- Analytics- SAS","2018-03-08",3.0,6.0,0.0,"DS"
"Senior Business Analyst/assistant Manager","Senior Business Analyst/assistant Manager","Premium","Delhi NCR- Gurgaon","Base SAS- Business Analysis- Credit Card Analytics- Logistic Regression...","2018-03-06",3.0,7.0,0.0,"DS"
"Business Analyst Lead ( SQL AND Qliksense)","Business Analyst Lead ( SQL AND Qliksense)","Lyncis Technologies India Pvt Ltd","Bengaluru","statistical analysis- data analysis- requirement analysis...","2018-03-08",7.0,10.0,0.0,"DS"
"Specialist","Specialist","HCL Technologies Limited","Bengaluru","competitor analysis- report preparation- lateral hiring- project design...","2018-03-21",2.0,3.0,0.0,"DS"
"Lead - Data Engineer","Lead - Data Engineer","Premium","Gurgaon","MS SQL- SCALA- Spark- Data Integration- Java- Postgresql- Hadoop- ETL...","2018-02-22",6.0,11.0,0.0,"DS"
"Data Engineer - Big Data / Hadoop","Data Engineer - Big Data / Hadoop","Premium","Bengaluru","Big Data- Hadoop- Data Engineer- Lambda Architecture- Mahout- SparkML- H2O-...","2018-02-12",6.0,8.0,0.0,"DS"
"SAS Visual Analytics Engineer - Data Warehousing","SAS Visual Analytics Engineer - Data Warehousing","Premium","Mumbai","SAS SQL- Base SAS- Excel- Data Analysis- VBA- Analytics- Data Warehousing...","2018-02-23",3.0,8.0,0.0,"DS"
"Senior Specialist - Etl/informatica/big Data","Senior Specialist - Etl/informatica/big Data","Premium","Gurgaon","data integration- etl- data modeling- data warehousing- data quality...","2018-03-06",8.0,10.0,0.0,"DS"
"Mongo DBA Engineer - Big Data/ Nosql","Mongo DBA Engineer - Big Data/ Nosql","Premium","Bengaluru","nosql- mongodb- big data- database design- database administration...","2018-02-28",4.0,7.0,0.0,"DS"
"Sr Data Engineer - Hadoop/ Hive/ Pig","Sr Data Engineer - Hadoop/ Hive/ Pig","Confidential","Hyderabad","Data Engineer- Hadoop- Hive- Pig- SQL- No SQL- Data modeling...","2018-02-26",8.0,12.0,0.0,"DS"
"Data Sciences Engineer - Big Data","Data Sciences Engineer - Big Data","Talpro","Delhi NCR- Bengaluru","Data Sciences Engineer- Big Data- data technology- Data Management","2018-02-26",2.0,5.0,0.0,"DS"
"Data Sciences Engineer - Big Data","Data Sciences Engineer - Big Data","Talpro","Delhi NCR- Bengaluru","Inventory Management- Big Data- Data Sciences Engineer","2018-02-26",2.0,5.0,0.0,"DS"
"Big DATA Engineer","Big DATA Engineer","Premium","Mumbai","Java- Hadoop- NoSQL- Python- MySQL- MongoDB- Machine Learning- Cloudera...","2018-02-26",2.0,7.0,0.0,"DS"
"Datacenter Engineer for Bangalore Location","Datacenter Engineer for Bangalore Location","Techs to Suit Inc","Bengaluru","VCenter- VMware Vsphere- Ucs- Hyper - V- Nexus- Switching- LAN- Data Center...","2018-02-12",5.0,10.0,1000000.0,"DS"
"Research Scientists  ML AI NLP","Research Scientists  ML AI NLP","ONS Search","Bengaluru","Natural Language Processing- Information Retrieval- Pattern Recognition...","2018-02-22",10.0,17.0,0.0,"DS"
"Big Data Technologies -senior Software Engineer","Big Data Technologies -senior Software Engineer","Mphasis Limited","Bengaluru","test cases- test data- big data- technical design- knowledge management...","2018-02-07",4.0,6.0,0.0,"DS"
"Senior Data Engineer - SQL/ Rdbms","Senior Data Engineer - SQL/ Rdbms","Premium","Bengaluru","SQL- Oracle RDBMS- Big Data- Unix Shell Scripting- Hadoop- Vertica- Java...","2018-02-21",7.0,12.0,0.0,"DS"
"Opening for ''advance Business Analyst '' with Pharma co.","Opening for ''advance Business Analyst '' with Pharma co.","Pharma Focus","Bengaluru","business analyst- market intelligence- roi- return on investment...","2018-02-21",4.0,9.0,1200000.0,"DS"
"Big Data Infrastructure Engineer - Enterprise Development - Python","Big Data Infrastructure Engineer - Enterprise Development - Python","Premium","Bengaluru","Hadoop- Spark- Machine Learning- Python- Big Data Analytics- Cassandra...","2018-02-21",7.0,12.0,0.0,"DS"
"Wifi Data Engineer - Samog/ Epdg/ PDSN","Wifi Data Engineer - Samog/ Epdg/ PDSN","Premium","Mumbai","Networking- Planning Engineering- Service Operations- Network Planning...","2018-02-19",14.0,23.0,0.0,"DS"
"Staff Engineer - Big Data/hadoop","Staff Engineer - Big Data/hadoop","Premium","Bengaluru","Big Data- Hadoop- Design Development- HDFS- Pig- Hive- HBase- Scribe...","2018-02-20",7.0,12.0,0.0,"DS"
"Research Scientist - Machine Learning Development - Java/ C++/ Perl","Research Scientist - Machine Learning Development - Java/ C++/ Perl","Premium","Bengaluru","R- Machine Learning- Python- Java- C++- Data Mining- MATLAB...","2018-02-09",5.0,10.0,0.0,"DS"
"Machine Learning Scientist - Python/ Java/ C++","Machine Learning Scientist - Python/ Java/ C++","Premium","Hyderabad","Deep Learning- Java- C++- Python- Machine Learning- SQL...","2018-02-09",5.0,10.0,0.0,"DS"
"Big Data Engineer - C/c++","Big Data Engineer - C/c++","Premium","Chennai","C- Spark- Java- Hadoop- SCALA- Big Data- Algorithms- Elastic Search- C++...","2018-02-19",4.0,9.0,0.0,"DS"
"Team Leader- Business Analyst- Power BI","Team Leader- Business Analyst- Power BI","Skan Consultancy Pvt. Ltd.","Mumbai","data analysis- reporting tools- analysis- data mining- business analytics...","2018-02-15",3.0,7.0,0.0,"DS"
"Business Analyst","Business Analyst","Mancer Consulting Services Pvt. Ltd.","Bengaluru","business analysis- data analysis- financial modelling- business management-...","2018-02-16",1.0,4.0,900000.0,"DS"
"Senior Data Engineer - Etl/sql","Senior Data Engineer - Etl/sql","Premium","Gurgaon","SQL- Data Warehousing- ETL Testing- Business Intelligence- Datastage- Bi...","2018-02-15",4.0,8.0,0.0,"DS"
"Data Analytics Engineer - R/python","Data Analytics Engineer - R/python","Premium","Mumbai","data analytics- Reporting- R- Python- SQL- Unit Support","2018-02-15",1.0,3.0,0.0,"DS"
"Sr/principal Engineer - Analytics - Big Data","Sr/principal Engineer - Analytics - Big Data","Premium","Delhi NCR- Mumbai- Bengaluru- Chennai","Hadoop- NoSQL- Cassandra- Big Data- NLP- MongoDB- Machine Learning...","2018-02-15",5.0,10.0,0.0,"DS"
"SFDC Business Analyst","SFDC Business Analyst","Premium","Greater Noida","Salesforce- Life Cycle- Business Analysis- Software Development...","2018-02-12",5.0,10.0,0.0,"DS"
"Big Data Engineer(who Join Within 1 Month)","Big Data Engineer(who Join Within 1 Month)","Signature Staff Private Limited","Bengaluru- Mumbai","big data- hadoop- scala- pig- hive- Sqoop- Flume- Datastage- Spark...","2018-02-14",2.0,5.0,800000.0,"DS"
"Data Engineer - Python Scala","Data Engineer - Python Scala","Premium","Bengaluru- Chennai","Java- SCALA- Big Data- Hadoop- Python- Data Science- Linux- Unix- RDBMS...","2018-02-12",7.0,12.0,0.0,"DS"
"Business Intelligence Analyst","Business Intelligence Analyst","Premium","Jaipur","data analysis- predictive analytics- cluster analysis- r- machine learning-...","2018-02-09",4.0,8.0,0.0,"DS"
"Business Solutions Analyst - Textile","Business Solutions Analyst - Textile","Premium","Bengaluru","Business Research Analysis- Business Solutions- Project Execution...","2018-02-07",1.0,5.0,0.0,"DS"
"Business Analyst","Business Analyst","Premium","Noida","business analysis- statistical analysis- data collection- sas- r...","2018-03-07",2.0,4.0,0.0,"DS"
"Test Engineer - Hadoop/big Data Testing","Test Engineer - Hadoop/big Data Testing","Premium","Bengaluru","Testng- Selenium Webdriver- Big Data- Hadoop- Test Engineering...","2018-03-07",7.0,12.0,0.0,"DS"
"Urgent Opening :: Data Center Engineer :: Mumbai","Urgent Opening :: Data Center Engineer :: Mumbai","Net Connect Pvt Ltd","Mumbai","Data Center- Data Center Operations- Server Monitoring...","2018-03-05",1.0,5.0,50000.0,"DS"
"Data Warehousing Engineer - Ecommerce Domain","Data Warehousing Engineer - Ecommerce Domain","Premium","Delhi NCR","Hadoop- Hive- Impala- SQL Server- YARN- MongoDB- MySQL- Big Data- AWS- Pig","2018-03-07",3.0,6.0,0.0,"DS"
"Data Engineer - Data Infrastructure","Data Engineer - Data Infrastructure","Premium","Chennai","Data Quality- Airflow- Hive- Spark- Kafka- Storm- Postgres- Redshift...","2018-02-06",4.0,8.0,0.0,"DS"
"Data Engineer - Machine Learning","Data Engineer - Machine Learning","Premium","Mumbai","Hive- Oozie- Hdfs- Mapreduce- Spark- NoSQL- Pig- HBase- YARN- Java- Storm...","2018-02-06",2.0,6.0,0.0,"DS"
"Data Engineer","Data Engineer","Apple Pie Consulting & Hr Services","Bengaluru","Data Analysis- Data Mining- Machine Learning- Statistical Analysis","2018-02-28",2.0,3.0,0.0,"DS"
"Business Analyst/sales Operations Analyst","Business Analyst/sales Operations Analyst","Premium","Mumbai","Sales Operations- Marketing- Competitive Analysis- Business Analysis...","2018-02-22",3.0,6.0,0.0,"DS"
"Data Sciences Engineer - Big Data","Data Sciences Engineer - Big Data","TalPro","Delhi NCR- Bengaluru","Inventory Management- Data Sciences Engineer- Data Sciences- Big Data- Data...","2018-02-26",2.0,5.0,0.0,"DS"
"Master Data Management Engineer - Websphere Commerce","Master Data Management Engineer - Websphere Commerce","Premium","Gurgaon- Gurugram","Data Quality- Master Data Management- Data Architecture- Websphere Commerce...","2018-02-21",5.0,10.0,0.0,"DS"
"Business Analyst","Business Analyst","Premium","Noida- Navi Mumbai","Business Analyst- Business Analysis- Database Design- Software Development-...","2018-02-20",1.0,6.0,0.0,"DS"
"Data Engineer - Big Data/ AWS","Data Engineer - Big Data/ AWS","Premium","Bengaluru","Hadoop- Python- Machine Learning- Spark- Javascript- Data Structures...","2018-02-19",3.0,6.0,0.0,"DS"
"Principal Engineer - Big Data/hadoop","Principal Engineer - Big Data/hadoop","Talpro","Delhi NCR- Bengaluru","Statistical modeling- Knowledge discovery- Data Mining- Machine Learning...","2018-02-26",5.0,10.0,0.0,"DS"
"Business Analyst","Business Analyst","Mancer Consulting Services Pvt. Ltd.","Bengaluru","business analysis- data analysis- financial modelling- business management-...","2018-02-19",1.0,4.0,900000.0,"DS"
"Data Engineer - Big Data/ Spark/ Scala - Premium Institute","Data Engineer - Big Data/ Spark/ Scala - Premium Institute","Premium","Bengaluru- Delhi NCR","spark- scala- big data- data mining- data services- agile development- Data...","2018-02-14",4.0,8.0,0.0,"DS"
"Sr Data Engineer- Fintech","Sr Data Engineer- Fintech","Premium","Bengaluru","Java- MySQL- Cassandra- MongoDB- SQL- Spark- AWS- ETL- Data Science...","2018-02-12",10.0,18.0,0.0,"DS"
